Nome da Nota,Data da Última Modificação,Data da Nota,Tags,Contagem de Palavras,Links,Caminho da Nota,Palavras/Link,cont_tags,quão_escondido
",pop",2024-11-13,2024-11-13,['Python'],108,0,",pop.md",0.5481651376146789,1,0
Discretização,2024-10-23,2024-10-23,['DataAnalyst'],28,0,Discretização.md,1.0934633027522935,1,0
EDA,2024-12-03,2024-12-03,['DataAnalyst'],158,8,EDA.md,4.159090909090909,1,0
Indução,2024-10-29,2024-10-29,['DataAnalyst'],132,6,Indução.md,3.44672131147541,1,0
O descobrimento de Portugal.,2024-12-31,2024-12-31,[],155,0,O descobrimento de Portugal..md,0.42660550458715596,0,0
o'clock,2024-11-22,2024-11-22,['Word'],26,2,o'clock.md,3.424778761061947,1,0
quantidade de palavras,2024-11-28,,[],592,0,quantidade de palavras.md,0.08027522935779817,0,0
Sem título 1,2025-08-06,,[],196,0,Sem título 1.md,0.34461009174311924,0,0
Sem título 2,2025-09-09,,[],22,0,Sem título 2.md,1.1553899082568808,0,0
Sem título 3,2025-09-18,,[],0,0,Sem título 3.md,1.3549311926605505,0,0
Sem título,2025-03-06,2025-03-06,[],245,2,Sem título.md,0.8336283185840708,0,0
Tripleten,2024-10-29,2024-10-29,['DataAnalyst'],97,0,Tripleten.md,0.5831422018348624,1,0
Ações,2024-07-17,,[],0,0,.trash\Ações.md,1.3549311926605505,0,1
Terrawwwwwww,2024-07-15,,[],0,0,.trash\Terrawwwwwww.md,1.3549311926605505,0,1
Terrawwwwwwwwwww,2024-07-15,,[],0,0,.trash\Terrawwwwwwwwwww.md,1.3549311926605505,0,1
Terrawwwwwwwwwwww2w22wwwwwww,2024-07-15,,[],0,0,.trash\Terrawwwwwwwwwwww2w22wwwwwww.md,1.3549311926605505,0,1
Terrawwwwwwwwwwwww,2024-07-15,,[],0,0,.trash\Terrawwwwwwwwwwwww.md,1.3549311926605505,0,1
Terrawwwwwwwwwwwwwww,2024-07-15,,[],0,0,.trash\Terrawwwwwwwwwwwwwww.md,1.3549311926605505,0,1
Cheklist,2025-06-22,,[],268,10,00 - cheklist\Cheklist.md,3.1954887218045114,0,1
O que eu faço com a IA,2025-07-04,,[],19,0,00 - cheklist\O que eu faço com a IA.md,1.1943807339449541,0,1
Organização da organização,2025-05-30,,[],310,3,00 - cheklist\Organização da organização.md,0.8496420047732697,0,1
O voto não é o que você pensa.,2024-09-19,,[],2732,0,01 - Progetos\O voto não é o que você pensa..md,0.02522935779816514,0,1
300 palavras basicas,2025-01-10,,[],3738,0,01 - Progetos\Anki\300 palavras basicas.md,0.02408256880733945,0,2
Anki,2024-11-28,,[],33,1,01 - Progetos\Anki\Anki.md,2.069714285714286,0,2
DA,2025-09-21,2024-11-19,['DataAnalyst'],220,0,01 - Progetos\Anki\DA.md,0.3038990825688073,1,2
Eniglish,2025-05-11,,[],7921,1,01 - Progetos\Anki\Eniglish.md,0.025142857142857144,0,2
Gráfico,2024-11-15,2024-11-15,[],5,0,01 - Progetos\Anki\Gráfico.md,1.3170871559633028,0,2
intermediario,2025-03-04,,[],1239,0,01 - Progetos\Anki\intermediario.md,0.045871559633027525,0,2
Python,2025-03-11,2024-11-15,[],1437,13,01 - Progetos\Anki\Python.md,0.7835051546391752,0,2
pythonloco,2024-11-19,,[],4296,0,01 - Progetos\Anki\pythonloco.md,0.020642201834862386,0,2
Esp-01,2025-07-04,,[],142,2,01 - Progetos\Eletronica\Esp-01.md,1.4176991150442477,0,2
Ideias projetos,2025-04-16,2025-04-16,[],34,0,01 - Progetos\Eletronica\Ideias projetos.md,1.025229357798165,0,2
MCP23017,2025-07-03,,[],8,1,01 - Progetos\Eletronica\MCP23017.md,2.5988571428571428,0,2
Mini avião,2025-05-08,,[],17,0,01 - Progetos\Eletronica\Mini avião.md,1.2196100917431192,0,2
primeiro kit,2025-03-31,,[],471,0,01 - Progetos\Eletronica\primeiro kit.md,0.11926605504587157,0,2
01,2025-08-09,2024-12-08,[],436,14,01 - Progetos\Inglês\01.md,2.7325581395348837,0,2
Articles,2024-11-27,2024-11-27,['Inglês'],7,1,01 - Progetos\Inglês\Articles.md,2.6034285714285716,1,2
Fonética das palavras com ch,2024-11-17,2024-04-28,['Inglês'],62,0,01 - Progetos\Inglês\Fonética das palavras com ch.md,0.768348623853211,1,2
Noun,2024-11-27,,[],1,1,01 - Progetos\Inglês\Noun.md,2.653714285714286,0,2
Phonetics,2024-11-27,,[],0,0,01 - Progetos\Inglês\Phonetics.md,1.3549311926605505,0,2
Sem título,2024-11-26,,[],0,0,01 - Progetos\Inglês\Sem título.md,1.3549311926605505,0,2
Verbs,2024-11-18,2024-11-18,['Regra'],198,1,01 - Progetos\Inglês\Verbs.md,0.6754285714285714,1,2
Adjetivos (comparative adjectivs),2025-05-08,2025-05-06,[],340,0,01 - Progetos\Inglês\Grammar\Adjetivos (comparative adjectivs).md,0.18291284403669725,0,3
Alfabeto,2024-11-15,2024-04-28,['Inglês'],290,0,01 - Progetos\Inglês\Grammar\Alfabeto.md,0.22018348623853212,1,3
"in, on e at(para lugar)",2024-11-22,2024-11-20,['Conceito'],75,0,"01 - Progetos\Inglês\Grammar\in, on e at(para lugar).md",0.6857798165137615,1,3
"in, on e at(para tempo)",2024-12-31,2024-11-20,['Preposição'],257,3,"01 - Progetos\Inglês\Grammar\in, on e at(para tempo).md",1.0692124105011933,1,3
Object of the sentence,2024-11-26,2024-11-26,['Inglês'],84,0,01 - Progetos\Inglês\Grammar\Object of the sentence.md,0.6462155963302753,1,3
Pronome,2024-11-26,2024-11-26,['Conceito'],170,2,01 - Progetos\Inglês\Grammar\Pronome.md,1.2070796460176991,1,3
Crush - Tessa Violet,2025-07-14,2025-06-28,['Inglês'],2339,0,01 - Progetos\Inglês\Transcrições\Músicas\Crush - Tessa Violet.md,0.02981651376146789,1,4
Light Switch - Charlie Puth,2025-07-13,2025-06-28,['Inglês'],1653,0,01 - Progetos\Inglês\Transcrições\Músicas\Light Switch - Charlie Puth.md,0.03669724770642202,1,4
Nobody Else - Em Beihold,2025-07-12,2025-06-28,['Inglês'],1631,0,01 - Progetos\Inglês\Transcrições\Músicas\Nobody Else - Em Beihold.md,0.0389908256880734,1,4
Numb Little Bug - Em Beihold,2025-07-12,2025-07-12,['Inglês'],1658,0,01 - Progetos\Inglês\Transcrições\Músicas\Numb Little Bug - Em Beihold.md,0.03555045871559633,1,4
001 Não sei,2025-08-27,2024-11-29,['Inglês'],215,0,01 - Progetos\Inglês\Words\001 Não sei.md,0.31020642201834864,1,3
Adjectives,2025-05-07,2025-05-06,[],126,0,01 - Progetos\Inglês\Words\Adjectives.md,0.5017201834862385,0,3
Body Part,2025-01-27,2025-01-26,['[]'],167,0,01 - Progetos\Inglês\Words\Body Part.md,0.4019495412844037,1,3
Color,2024-12-01,2024-12-01,['Word'],438,0,01 - Progetos\Inglês\Words\Color.md,0.13302752293577982,1,3
Days of the week,2024-12-01,2024-12-01,['Word'],48,0,01 - Progetos\Inglês\Words\Days of the week.md,0.8818807339449541,1,3
evening,2024-11-22,2024-11-22,['Word'],46,0,01 - Progetos\Inglês\Words\evening.md,0.9059633027522935,1,3
Family Members,2025-01-26,2025-01-26,['[]'],293,0,01 - Progetos\Inglês\Words\Family Members.md,0.2161697247706422,1,3
Feelings,2025-02-28,2025-02-21,[],143,0,01 - Progetos\Inglês\Words\Feelings.md,0.45642201834862384,0,3
Food and drinks,2025-02-21,2025-02-21,[],173,0,01 - Progetos\Inglês\Words\Food and drinks.md,0.38188073394495414,0,3
Greetings,2025-04-30,2025-02-21,[],315,0,01 - Progetos\Inglês\Words\Greetings.md,0.20126146788990826,0,3
Local,2025-05-06,2025-05-05,[],92,0,01 - Progetos\Inglês\Words\Local.md,0.6100917431192661,0,3
Months and Seasons,2024-12-02,2024-12-01,['Word'],161,0,01 - Progetos\Inglês\Words\Months and Seasons.md,0.4139908256880734,1,3
nacionalidades e países,2025-02-28,2025-02-21,['[]'],455,0,01 - Progetos\Inglês\Words\nacionalidades e países.md,0.12729357798165136,1,3
noon,2024-11-22,2024-11-22,['Word'],11,0,01 - Progetos\Inglês\Words\noon.md,1.2775229357798166,1,3
Numbers,2024-12-08,2024-12-03,['Word'],268,0,01 - Progetos\Inglês\Words\Numbers.md,0.2436926605504587,1,3
Posições,2024-12-18,2024-11-21,['Inglês'],202,30,01 - Progetos\Inglês\Words\Posições.md,29.05,1,3
Professions,2025-02-28,2025-02-21,[],246,0,01 - Progetos\Inglês\Words\Professions.md,0.2677752293577982,0,3
Quantifiers,2025-01-29,2025-01-29,['Conceito'],27,0,01 - Progetos\Inglês\Words\Quantifiers.md,1.102637614678899,1,3
Weather,2025-05-03,2025-05-03,[],98,0,01 - Progetos\Inglês\Words\Weather.md,0.5791284403669725,0,3
200 ideogramas importantes,2025-02-24,2025-02-24,[],129,0,01 - Progetos\Mandarim\200 ideogramas importantes.md,0.49311926605504586,0,2
Acentuação,2025-02-01,2025-02-01,[],10,1,01 - Progetos\Mandarim\Acentuação.md,2.5714285714285716,0,2
Mandarim ou Chines,2025-01-31,2025-01-31,[],40,0,01 - Progetos\Mandarim\Mandarim ou Chines.md,0.9655963302752294,0,2
notas a fazer,2025-02-15,2025-02-11,['[]'],60,0,01 - Progetos\Mandarim\notas a fazer.md,0.7895642201834863,1,2
Pictogramas,2025-02-01,2025-02-01,[],31,1,01 - Progetos\Mandarim\Pictogramas.md,2.105142857142857,0,2
Tipos de ideogramas,2025-02-01,2025-01-31,[],420,0,01 - Progetos\Mandarim\Tipos de ideogramas.md,0.14564220183486237,0,2
Tons,2025-02-01,2025-02-01,['[]'],359,0,01 - Progetos\Mandarim\Tons.md,0.17259174311926606,1,2
Conjunto dos inteiros,2023-09-29,,"['Matemática', 'números']",162,0,01 - Progetos\Matemática\Conjunto dos inteiros.md,0.4111238532110092,2,2
Conjunto dos Irracionais,2023-10-03,,"['Matemática', 'números']",91,0,01 - Progetos\Matemática\Conjunto dos Irracionais.md,0.6163990825688074,2,2
Conjunto dos Racionais,2023-09-29,,"['Matemática', 'números']",182,0,01 - Progetos\Matemática\Conjunto dos Racionais.md,0.3646788990825688,2,2
Conjunto dos reais,2023-09-29,,"['Matemática', 'números']",162,0,01 - Progetos\Matemática\Conjunto dos reais.md,0.4111238532110092,2,2
Conjuntos dos naturais,2023-09-29,,"['Matemática', 'números']",130,2,01 - Progetos\Matemática\Conjuntos dos naturais.md,1.5097345132743363,2,2
Conjuntos numéricos,2024-04-21,,"['Matemática', 'números']",51,5,01 - Progetos\Matemática\Conjuntos numéricos.md,5.1923076923076925,2,2
Método da Soma e Produto,2025-07-02,2025-07-02,['Matemática'],1525,6,01 - Progetos\Matemática\Método da Soma e Produto.md,0.29508196721311475,1,2
Sem título,2025-01-02,,[],54,0,01 - Progetos\Matemática\Sem título.md,0.8291284403669725,0,2
Fundamentos da matemática elementar V1,2024-11-09,,[],17,1,01 - Progetos\Matemática\Volume 1\Fundamentos da matemática elementar V1.md,2.430857142857143,0,3
Negação(~),2024-10-25,2024-10-25,['Matemática'],43,2,01 - Progetos\Matemática\Volume 1\Negação(~).md,2.8920353982300884,1,3
Proposição composta,2024-11-09,2024-11-09,[],50,1,01 - Progetos\Matemática\Volume 1\Proposição composta.md,1.7154285714285715,0,3
Proposição,2024-10-25,2024-10-25,['Matemática'],188,7,01 - Progetos\Matemática\Volume 1\Proposição.md,3.0097087378640777,1,3
Variáveis,2024-11-11,2024-11-11,['Programação'],40,2,01 - Progetos\Matemática\Volume 1\Variáveis.md,2.9805309734513274,1,3
Dificuldades,2025-08-21,2025-08-21,[],128,0,01 - Progetos\NLP\BDL\Dificuldades.md,0.4959862385321101,0,3
Ideias,2025-08-17,2025-08-17,[],151,1,01 - Progetos\NLP\BDL\Ideias.md,0.88,0,3
N-gramas,2025-08-17,2025-08-17,[],21,0,01 - Progetos\NLP\BDL\N-gramas.md,1.1680045871559632,0,3
1 fase,2025-08-11,2025-08-02,[],274,0,01 - Progetos\NLP\POMI\IA\1 fase.md,0.23509174311926606,0,4
Análise Teórica de Métodos para um Novo Sistema NLU,2025-07-27,2025-07-26,[],6668,36,01 - Progetos\NLP\POMI\IA\Análise Teórica de Métodos para um Novo Sistema NLU.md,1.4444444444444444,0,4
Melhorar a NLU,2025-07-24,2025-07-22,[],150,0,01 - Progetos\NLP\POMI\IA\Melhorar a NLU.md,0.44438073394495414,0,4
Multi tarefa vx Hierarchical Intent Classification,2025-07-24,,[],0,0,01 - Progetos\NLP\POMI\IA\Multi tarefa vx Hierarchical Intent Classification.md,1.3549311926605505,0,4
NLU Spacy,2025-07-21,2025-07-20,[],71,0,01 - Progetos\NLP\POMI\IA\NLU Spacy.md,0.7104357798165137,0,4
Norte - nlu,2025-08-02,2025-07-27,[],228,0,01 - Progetos\NLP\POMI\IA\Norte - nlu.md,0.2947247706422018,0,4
Prompt,2025-08-11,,[],501,0,01 - Progetos\NLP\POMI\IA\Prompt.md,0.10321100917431193,0,4
Algoritmos de memorização,2024-08-17,2024-08-17,['Aprendizado'],10,1,01 - Progetos\Outros\Algoritmos de memorização.md,2.5714285714285716,1,2
Breu,2024-04-24,2024-04-24,[],34,1,01 - Progetos\Outros\Breu.md,2.0434285714285716,0,2
Como eu estudo,2024-08-22,2024-08-21,['Aprendizado'],83,2,01 - Progetos\Outros\Como eu estudo.md,2.0123893805309736,1,2
Hidro-semeadura,2024-04-20,,[],0,0,01 - Progetos\Outros\Hidro-semeadura.md,1.3549311926605505,0,2
Leitura do Coruja,2024-12-31,2024-04-30,['Sociologia'],34,1,01 - Progetos\Outros\Leitura do Coruja.md,2.0434285714285716,1,2
Major System,2024-08-17,2024-08-17,['Aprendizado'],171,0,01 - Progetos\Outros\Major System.md,0.38589449541284404,1,2
Outros,2025-09-18,,[],154,58,01 - Progetos\Outros\Outros.md,62.416666666666664,0,2
Palavriômetro Executivo,2025-01-28,2025-01-28,[],168,0,01 - Progetos\Outros\Palavriômetro Executivo.md,0.39793577981651373,0,2
Palácio da memória,2024-08-17,2024-08-17,['Aprendizado'],137,1,01 - Progetos\Outros\Palácio da memória.md,0.9348571428571428,1,2
Poesia em monte Carlo,2025-01-28,2025-01-28,[],91,0,01 - Progetos\Outros\Poesia em monte Carlo.md,0.6163990825688074,0,2
RGB,2024-04-09,2024-04-09,['Eletrônica'],45,1,01 - Progetos\Outros\RGB.md,1.8297142857142856,1,2
Plano inicial,2024-05-23,2024-05-23,[],45,0,01 - Progetos\Outros\Bike\Plano inicial.md,0.9180045871559633,0,3
Suplementos,2024-06-30,2024-06-24,[],111,1,01 - Progetos\Outros\Bike\Suplementos.md,1.0697142857142856,0,3
Zonas,2024-12-31,2024-06-22,['bike'],180,2,01 - Progetos\Outros\Bike\Zonas.md,1.143362831858407,1,3
Perguntas Abertas,2023-11-03,,[],33,0,01 - Progetos\Outros\Brinco\Perguntas Abertas.md,1.0384174311926606,0,3
corrente,2024-04-25,2024-04-25,['Eletrônica'],26,2,01 - Progetos\Outros\Eletrônica\corrente.md,3.424778761061947,1,3
Current sink,2024-05-25,2024-05-25,['Eletrônica'],19,2,01 - Progetos\Outros\Eletrônica\Current sink.md,3.686725663716814,1,3
Current source,2024-05-25,2024-05-25,['Eletrônica'],19,2,01 - Progetos\Outros\Eletrônica\Current source.md,3.686725663716814,1,3
Integração dos componentes,2024-04-19,,['Eletrônica'],59,6,01 - Progetos\Outros\Eletrônica\Integração dos componentes.md,5.700819672131147,1,3
Kirchhoff,2024-04-14,2024-04-14,['Eletrônica'],27,2,01 - Progetos\Outros\Eletrônica\Kirchhoff.md,3.4035398230088494,1,3
lei de kirchhoff das tensões,2024-04-18,2024-04-14,['Eletrônica'],29,3,01 - Progetos\Outros\Eletrônica\lei de kirchhoff das tensões.md,4.508353221957041,1,3
lei de ohm,2024-04-14,2024-04-07,['Eletrônica'],16,4,01 - Progetos\Outros\Eletrônica\lei de ohm.md,6.329411764705882,1,3
Metas,2024-05-29,,"['Eletrônica', 'Planejamento']",85,7,01 - Progetos\Outros\Eletrônica\Metas.md,5.432038834951456,2,3
ohms,2024-04-16,2024-04-16,['Eletrônica'],31,1,01 - Progetos\Outros\Eletrônica\ohms.md,2.105142857142857,1,3
Resistor de pull up,2024-05-27,2024-05-27,['Eletrônica'],31,3,01 - Progetos\Outros\Eletrônica\Resistor de pull up.md,4.39618138424821,1,3
resistores de leds,2024-04-14,2024-04-08,['Eletrônica'],242,15,01 - Progetos\Outros\Eletrônica\resistores de leds.md,5.901234567901234,1,3
Resistência,2024-04-18,2024-04-16,['Eletrônica'],33,2,01 - Progetos\Outros\Eletrônica\Resistência.md,3.2053097345132744,1,3
tenção,2024-04-25,2024-04-16,['Eletrônica'],92,4,01 - Progetos\Outros\Eletrônica\tenção.md,3.1294117647058823,1,3
TRI-STATE,2024-05-25,2024-05-25,['Eletrônica'],58,4,01 - Progetos\Outros\Eletrônica\TRI-STATE.md,4.141176470588236,1,3
"CRISTAL OSCILADOR EXTERNO, POLLING Curso de PIC 005",2024-06-09,2024-04-28,['Eletrônica'],150,9,"01 - Progetos\Outros\Eletrônica\01 - Notas\CRISTAL OSCILADOR EXTERNO, POLLING Curso de PIC 005.md",5.032467532467533,1,4
ENTRADAS DIGITAIS  Curso de PIC 004,2024-06-08,2024-04-28,['Eletrônica'],187,19,01 - Progetos\Outros\Eletrônica\01 - Notas\ENTRADAS DIGITAIS  Curso de PIC 004.md,11.518518518518519,1,4
"FUSÍVEIS, DATASHEET, SOFTWARE DE SIMULAÇÃO",2024-05-25,2024-04-28,['Eletrônica'],378,24,"01 - Progetos\Outros\Eletrônica\01 - Notas\FUSÍVEIS, DATASHEET, SOFTWARE DE SIMULAÇÃO.md",9.290322580645162,1,4
GRAVANDO O PRIMEIRO PIC 12F675  Curso de PIC 003,2024-05-27,2024-04-28,['Eletrônica'],234,21,01 - Progetos\Outros\Eletrônica\01 - Notas\GRAVANDO O PRIMEIRO PIC 12F675  Curso de PIC 003.md,10.826086956521738,1,4
INTRODUÇÃO PIC16F84A Curso de PIC,2024-05-25,2024-04-28,['Eletrônica'],143,17,01 - Progetos\Outros\Eletrônica\01 - Notas\INTRODUÇÃO PIC16F84A Curso de PIC.md,11.53623188405797,1,4
Bobina ou Indutor,2024-04-22,2024-04-17,['Eletrônica'],145,24,01 - Progetos\Outros\Eletrônica\Componentes\Bobina ou Indutor.md,25.483870967741936,1,4
Capacitor,2024-04-18,2024-04-17,['Eletrônica'],120,19,01 - Progetos\Outros\Eletrônica\Componentes\Capacitor.md,16.48148148148148,1,4
Chaves com memória,2024-05-03,2024-05-03,['Eletrônica'],41,1,01 - Progetos\Outros\Eletrônica\Componentes\Chaves com memória.md,1.904,1,4
Chaves Momentâneas,2024-05-03,2024-05-03,['Eletrônica'],33,0,01 - Progetos\Outros\Eletrônica\Componentes\Chaves Momentâneas.md,1.0384174311926606,1,4
Chaves,2024-05-03,2024-05-03,['Eletrônica'],49,6,01 - Progetos\Outros\Eletrônica\Componentes\Chaves.md,6.217213114754099,1,4
componente,2024-07-15,2024-04-16,['Eletrônica'],63,17,01 - Progetos\Outros\Eletrônica\Componentes\componente.md,19.217391304347824,1,4
diodo,2024-05-03,2024-04-27,['Eletrônica'],185,24,01 - Progetos\Outros\Eletrônica\Componentes\diodo.md,20.225806451612904,1,4
EEPROM,2024-05-27,2024-05-25,['Eletrônica'],36,4,01 - Progetos\Outros\Eletrônica\Componentes\EEPROM.md,5.123529411764705,1,4
LED,2024-04-14,2024-04-09,['Eletrônica'],20,2,01 - Progetos\Outros\Eletrônica\Componentes\LED.md,3.6424778761061947,1,4
Memória,2024-05-27,2024-05-27,['Eletrônica'],44,10,01 - Progetos\Outros\Eletrônica\Componentes\Memória.md,12.157894736842104,1,4
Resistor,2024-12-31,2024-04-14,['Eletrônica'],79,18,01 - Progetos\Outros\Eletrônica\Componentes\Resistor.md,19.71186440677966,1,4
Sensores,2024-12-31,2024-05-08,['Eletrônica'],114,9,01 - Progetos\Outros\Eletrônica\Componentes\Sensores.md,5.9935064935064934,1,4
Solda,2024-04-18,2024-04-16,['Eletrônica'],101,5,01 - Progetos\Outros\Eletrônica\Componentes\Solda.md,3.4755244755244754,1,4
Terra,2024-04-25,2024-04-25,['Eletrônica'],53,1,01 - Progetos\Outros\Eletrônica\Componentes\Terra.md,1.664,1,4
Transistor,2024-05-03,2024-04-30,['Eletrônica'],102,21,01 - Progetos\Outros\Eletrônica\Componentes\Transistor.md,21.52173913043478,1,4
Comandos,2024-12-31,2024-05-15,['Eletrônica'],28,1,01 - Progetos\Outros\Eletrônica\Proteus\Comandos.md,2.1794285714285713,1,4
Pick devices,2024-12-31,2024-05-15,['Eletrônica'],40,8,01 - Progetos\Outros\Eletrônica\Proteus\Pick devices.md,9.568181818181818,1,4
Metas,2024-12-31,2024-05-07,['Maker'],28,1,01 - Progetos\Outros\Maker\Metas.md,2.1794285714285713,1,3
Papel alumínio,2024-12-31,2024-05-07,['Maker'],68,5,01 - Progetos\Outros\Maker\Materiais\Papel alumínio.md,4.440559440559441,1,4
PVC,2024-12-31,2024-05-07,['Maker'],48,3,01 - Progetos\Outros\Maker\Materiais\PVC.md,3.6706443914081146,1,4
Super cola,2024-05-07,2024-05-07,['Maker'],31,2,01 - Progetos\Outros\Maker\Materiais\Super cola.md,3.2601769911504426,1,4
Coisas a fazer,2024-07-12,,[],23,0,01 - Progetos\Outros\Vida\Coisas a fazer.md,1.143348623853211,0,3
Exercicios,2024-09-05,2024-08-17,[],281,3,01 - Progetos\Outros\Vida\Exercicios.md,0.9570405727923628,0,3
Vida 1,2024-08-08,,[],0,0,01 - Progetos\Outros\Vida\Vida 1.md,1.3549311926605505,0,3
Acentuação,2024-09-21,,"['Português', 'fonologia']",237,9,01 - Progetos\Português\Acentuação.md,3.175324675324675,2,2
Adjetivo,2023-11-02,,"['Português', 'Classes_de_palavras']",3,0,01 - Progetos\Português\Adjetivo.md,1.327408256880734,2,2
Artigo,2023-11-02,,"['Português', 'Classes_de_palavras']",134,9,01 - Progetos\Português\Artigo.md,5.37012987012987,2,2
Classe de palavras,2023-10-25,,"['Português', 'Morfologia']",37,10,01 - Progetos\Português\Classe de palavras.md,12.992481203007518,2,2
